PIN,sale_price,sale_year,sale_mm,sale_dd,sale_date,snapshot_year,year_built,acres,elevation,dist_water_ft,date,highest,surge_detrended,log_price,surge_x_elev,surge_x_dist
40011 07007,517000,2009,4,17,2009-04-01,2023,1998,0.13,2.461540699005127,259.7969512127205,2009-04-01,8.318,-0.7153564131138135,13.155798153490567,-1.7608789251739767,-185.84741515743613
40011 07011,443500,2021,6,18,2021-06-01,2023,1956,0.14,2.4219398498535156,312.6924347416539,2021-06-01,9.368,-0.030276592697286105,13.00245308073177,-0.07332808637134115,-9.46726148619577
40011 07012,1150000,2022,8,4,2022-08-01,2023,1929,0.13,2.504283905029297,236.62546246246256,2022-08-01,9.266,-0.16725769002009463,13.955272500339433,-0.41886074110970223,-39.5774282514081
40011 07013,505000,2013,2,1,2013-02-01,2023,1914,0.13,2.503293037414551,229.64514956076258,2013-02-01,8.83,-0.31848199632174046,13.132313708257497,-0.7972537639340994,-73.13784567771633
40011 08001,262000,2013,1,31,2013-01-01,2023,NA,0.14,2.287688732147217,228.07668179347988,2013-01-01,8.738,-0.4079364235118653,12.476099782743233,-0.9332315595005293,-93.04078585728595
40011 08002,262000,2013,1,31,2013-01-01,2023,NA,0.06,2.1948318481445312,248.65432258390945,2013-01-01,8.738,-0.4079364235118653,12.476099782743233,-0.8953518543420176,-101.43515504564566
40011 08005,399900,2018,10,5,2018-10-01,2023,1993,0.15,2.4786088466644287,233.68036991060356,2018-10-01,9.184,-0.13429633731603083,12.89896979483491,-0.33286808974614424,-31.382417781649277
40011 09003,1500000,2021,3,15,2021-03-01,2023,1915,0.16,2.204766273498535,175.07207400098957,2021-03-01,9.23,-0.16072198951959032,14.22097566607244,-0.35435442190237776,-28.13793204275999
40011 09004,1200000,2019,8,15,2019-08-01,2023,1975,0.22,2.373727321624756,174.2371085604932,2019-08-01,10.047,0.7037406260968022,13.997832114758229,1.6704883515032911,122.61773186765798
40011 09005,1900000,2009,12,1,2009-12-01,2023,2006,0.14,2.245711326599121,173.91617426485485,2009-12-01,9.286,0.23260746541490662,14.457364444136669,0.5223692197337692,40.4542004904051
40011 09010,840000,2001,8,31,2001-08-01,2023,NA,0.15,2.670764684677124,153.6126641531615,2001-08-01,8.948,0.14456629229431622,13.641157170819497,0.3861025480543704,22.207213306074575
40011 09010A,552600,2010,11,24,2010-11-01,2023,1977,0.08,2.434260368347168,162.16622385500548,2010-11-01,8.885,-0.19590114398213715,13.222389691471454,-0.4768743909095888,-31.768548768458913
40011 09010B,475000,2013,8,30,2013-08-01,2023,1977,0.07,2.4105515480041504,173.6215850044713,2013-08-01,9.371,0.20765514307866292,13.071070083016778,0.5005634265992942,36.05341507564773
40011 09018,45000,2013,10,18,2013-10-01,2023,NA,0.68,0.25480160117149353,100.315799946286,2013-10-01,9.276,0.10764611271084236,10.714417768752456,0.027428401878609694,10.798605907696217
40011 09019,505000,2019,6,13,2019-06-01,2023,NA,1.06,0.3545050024986267,101.46623819010226,2019-06-01,9.292,-0.04625034353537867,13.132313708257497,-0.01639597815057176,-4.692848373534789
40011 09020,830000,2008,4,25,2008-04-01,2023,NA,0.7,0.040954042226076126,96.13447272937773,2008-04-01,9.23,0.22661565384117555,13.62918097977278,0.009280827056501354,21.785576394244597
40011 09021,840000,2022,1,18,2022-01-01,2023,NA,0.84,0.23191630840301514,107.21490380578064,2022-01-01,9.564,0.14815074338937803,13.641157170819497,0.034358573494026955,15.883967701247057
40012 01003,130000,2015,8,13,2015-08-01,2023,NA,0.66,1.1242634057998657,74.86135452350146,2015-08-01,9.499,0.2757110091686866,11.77528972943772,0.30997179818450565,20.64009960340941
40012 01015,317000,2008,10,23,2008-10-01,2023,2000,0.11,2.121553421020508,51.270008786239636,2008-10-01,9.25,0.23158856273771525,12.666657052859417,0.49132750754542226,11.87354764635527
40012 01019,1300000,2019,7,15,2019-07-01,2023,1995,0.44,1.9612324237823486,51.29910252847755,2019-07-01,9.473,0.13228619890667803,14.077874822431765,0.259443982514698,6.78616328081625
40012 03006,775000,2021,7,2,2021-07-01,2023,1999,0.89,3.961221218109131,137.70390379903026,2021-07-01,9.479,0.07825994974476853,13.560618308335483,0.31000497345713135,10.776700590970549
40012 03008,900000,2021,1,15,2021-01-01,2023,1997,0.81,2.3638863563537598,113.02123631382165,2021-01-01,8.951,-0.43487718965563327,13.710150042306449,-1.0280002553164178,-49.15035761955996
40012 03009,400000,2006,1,17,2006-01-01,2023,NA,0.88,1.5391855239868164,92.31551401012547,2006-01-01,8.419,-0.5169677243230837,12.89921982609012,-0.7957092376464976,-47.724141197530315
40013 01005,1180000,2017,11,13,2017-11-01,2023,1983,1.27,2.725715398788452,100.56704558917274,2017-11-01,9.368,0.07713015682908272,13.981024996441848,0.21023485617999907,7.756751998130405
40013 01006,595000,2017,11,13,2017-11-01,2023,NA,1.05,2.3703970909118652,130.47276548493136,2017-11-01,9.368,0.07713015682908272,13.296316684527767,0.18282909936923364,10.063384863776887
40013 01007,589000,2015,4,24,2015-04-01,2023,1986,0.84,4.182186603546143,51.77169661228736,2015-04-01,9.059,-0.1542709300956748,13.286181462633724,-0.6451898171627346,-7.986867789008667
40013 01008,550000,2020,3,24,2020-03-01,2023,1998,1,3.3170559406280518,66.90258515084116,2020-03-01,8.856,-0.5047499225646026,13.217673557208654,-1.674283729174464,-33.76907467425881
40015 01003,780000,2021,8,20,2021-08-01,2023,1975,0.61,2.4318573474884033,74.29874239803873,2021-08-01,8.935,-0.46828562306510585,13.567049198665774,-1.1388038331740626,-34.79303287681936
40015 01004B,400000,2011,8,12,2011-08-01,2023,1989,0.53,2.286357879638672,63.89949357833692,2011-08-01,9.01,-0.09331860775942975,12.89921982609012,-0.21335973416768272,-5.963011777263024
40015 01005,118500,2019,6,28,2019-06-01,2023,2021,0.28,1.791738748550415,121.87333392171053,2019-06-01,9.292,-0.04625034353537867,11.682668239557323,-0.08286853264610616,-5.63668356168103
40015 01007,200000,2013,2,19,2013-02-01,2023,NA,0.28,1.9123337268829346,68.10371289622819,2013-02-01,8.83,-0.31848199632174046,12.206072645530174,-0.6090438629710709,-21.689806440113415
40015 01009,500000,2021,7,1,2021-07-01,2023,1975,0.26,2.12814998626709,24.19082264660051,2021-07-01,9.479,0.07825994974476853,13.122363377404328,0.1665489109745923,1.8931725646075643
40015 01014,630011,2021,7,15,2021-07-01,2023,1976,0.34,2.233806610107422,27.9345806330387,2021-07-01,9.479,0.07825994974476853,13.353492558532746,0.1748175930465386,2.186158876482793
40015 01019,695000,2022,4,21,2022-04-01,2023,NA,1.1,1.2161526679992676,23.882537395793225,2022-04-01,9.25,-0.17323962928445474,13.45166712454693,-0.2106858373574937,-4.137401924819345
40015 01026,835000,2016,6,29,2016-06-01,2023,NA,1.37,6.607063114643097e-4,3.859934780542287,2016-06-01,9.663,0.41466585732958655,13.635187003832993,2.739723490864168e-4,1.6005831650098568
40015 01027,580000,2006,11,30,2006-11-01,2023,1994,0.07,2.6086926460266113,18.420916907316194,2006-11-01,9.276,0.3150692390897473,13.270783382522602,0.821918807002624,5.803864273323574
40015 01029,265000,2000,3,30,2000-03-01,2023,1999,0.14,2.0570573806762695,84.26648078702014,2000-03-01,8.905,0.14410199279481906,12.487485104968359,0.29642606784874115,12.142967807215935
40015 01030,490000,2020,6,30,2020-06-01,2023,1999,0.14,2.150010585784912,95.84056200078233,2020-06-01,9.138,-0.2303045257422983,13.102160670086809,-0.49515716830011514,-22.07251517846551
40015 01035,270000,2015,10,8,2015-10-01,2023,NA,0.86,1.266562581062317,12.86064867270448,2015-10-01,10.427,1.1987019788008657,12.506177237980511,1.5182310721945311,15.416085012633587
40015 01036,473000,2014,3,12,2014-03-01,2023,NA,0.48,1.3813629150390625,21.127288475430536,2014-03-01,9.541,0.36024670966919026,13.06685066747407,0.49763144500186346,7.611036157505653
40015 02001,370000,2004,3,27,2004-03-01,2023,2006,0.81,2.3755972385406494,95.14340705061792,2004-03-01,8.134,-0.7468683902770643,12.821258284620408,-1.774258485495494,-71.0596032693705
40015 02004,540000,2014,5,27,2014-05-01,2023,1987,0.79,2.693429946899414,88.62122178373073,2014-05-01,9.059,-0.12676232069863078,13.199324418540456,-0.34142543070815956,-11.233831736453759
40016 01007,355000,2004,12,9,2004-12-01,2023,1987,0.7,0.7514935731887817,59.29024387350237,2004-12-01,8.301,-0.6024500845582201,12.779873068457553,-0.45273736671254056,-35.719412435068996
40016 01016,8000,2018,8,10,2018-08-01,2023,NA,0.9,0.46299147605895996,55.94542813408635,2018-08-01,9.2,-0.1132873069482109,8.987196820661973,-0.05245105746269663,-6.337906889375314
40016 01018,395000,2019,3,15,2019-03-01,2023,1970,0.92,1.0952255725860596,57.44883590023805,2019-03-01,9.423,0.09230425964231725,12.886641043883259,0.10109398561888923,5.3027722650844495
40016 01024,274000,2010,6,8,2010-06-01,2023,2000,0.2,2.2550697326660156,102.10144931555718,2010-06-01,8.685,-0.38333751043662084,12.520883385370206,-0.8644528171811665,-39.139315392596515
40016 01028,499000,2020,12,4,2020-12-01,2023,2005,0.49,0.7409415245056152,61.467664582354296,2020-12-01,9.568,0.18466838315424158,13.120361374733656,0.13682847334229084,11.351134234690608
40016 02005,527500,2019,8,28,2019-08-01,2023,2004,0.25,3.0382165908813477,37.39170841869493,2019-08-01,10.047,0.7037406260968022,13.175904144332359,2.1381164458845316,26.314064293401444
40016 02005A,495000,2013,9,30,2013-09-01,2023,1962,1.44,1.8312323093414307,24.375977761520435,2013-09-01,9.295,0.12910957026878672,13.112313041550827,0.23642961652139002,3.147172013671405
40016 02009,315000,2017,6,15,2017-06-01,2023,1976,0.8,1.292798638343811,54.28489886656991,2017-06-01,9.167,-0.11130620962540216,12.66032791780777,-0.1438965162429307,-6.042246332736187
40016 02015,415000,2021,11,10,2021-11-01,2023,1940,1.34,0.4400120973587036,57.912666042776685,2021-11-01,10.444,1.0331597737571987,12.936033799212835,0.45460279895754874,59.83303694643136
40016 02016,150000,2018,11,7,2018-11-01,2023,1940,0.16,2.002661943435669,36.69835763017028,2018-11-01,10.253,0.9321580898740943,11.918390573078392,1.8667975318565346,34.20867095005592
40016 02017A,785000,2022,1,14,2022-01-01,2023,1995,1.33,2.0958666801452637,26.08697854514787,2022-01-01,9.564,0.14815074338937803,13.573438996764546,0.3105042067085486,3.864805264246412
40016 02021,360000,2018,7,27,2018-07-01,2023,1940,0.07,2.2719123363494873,71.11898061735106,2018-07-01,9.551,0.24025826586166568,12.793859310432293,0.5458457181210531,17.086922952974177
40016 02022,580000,2021,2,22,2021-02-01,2023,2003,0.33,2.8876113891601562,37.34342147064964,2021-02-01,8.597,-0.7914227624655099,13.270783382522602,-2.2853213825359995,-29.554433780215373
40016 02024,585000,2021,2,26,2021-02-01,2023,2004,0.4,0.8840343356132507,49.29382516381948,2021-02-01,8.597,-0.7914227624655099,13.279367126213993,-0.6996448960054006,-39.01225528364188
40016 02025,575000,2004,12,21,2004-12-01,2023,2004,0.47,0.8697361350059509,41.63514087781372,2004-12-01,8.301,-0.6024500845582201,13.262125319779487,-0.5239726080776747,-25.083094142432284
40016 02029,5000,2013,6,14,2013-06-01,2023,NA,0.07,1.0717687606811523,26.130240177903847,2013-06-01,9.427,0.2686641734464821,8.517193191416238,0.28794586821416224,7.020259379354594
40016 02032,185000,2015,10,15,2015-10-01,2023,2017,0.15,2.0383739471435547,20.075609601709232,2015-10-01,10.427,1.1987019788008657,12.128111104060462,2.44340288397711,24.064672955202514
40016 03002,1200000,2022,5,20,2022-05-01,2023,NA,0.26,2.5256190299987793,22.30767592560805,2022-05-01,9.765,0.33929691315760163,13.997832114758229,0.8569347406906819,7.568925581278955
40016 03012,265000,2009,4,3,2009-04-01,2023,1954,0.17,2.034410238265991,78.91047937488104,2009-04-01,8.318,-0.7153564131138135,12.487485104968359,-1.455328410847978,-56.449117482706455
40016 03017,585000,2021,9,30,2021-09-01,2023,1954,0.47,0.9983730912208557,28.28004370794124,2021-09-01,9.243,-0.1628311958749817,13.279367126213993,-0.16256628437289414,-4.604873336360824
40016 03018,292000,2009,12,18,2009-12-01,2023,1970,0.47,1.13834810256958,24.314729238907436,2009-12-01,9.286,0.23260746541490662,12.584509081250419,0.26478826689857815,5.65578754051198
40016 03019,273500,2013,11,22,2013-11-01,2023,1954,0.5,1.2191927433013916,19.52012430930012,2013-11-01,9.266,0.09510053990096687,12.519056900844173,0.11594588813130324,1.8563743607484293
40016 03025,500000,2020,1,21,2020-01-01,2023,NA,0.2,2.3256213665008545,97.68254293507566,2020-01-01,8.994,-0.36182300744871426,13.122363377404328,-0.8414633170143277,-35.34379146000723
40016 03027,515000,2022,2,4,2022-02-01,2023,1999,0.1,2.140324592590332,73.67376880060823,2022-02-01,9.496,0.07760517057950268,13.151922179645874,0.1661002551034773,5.717465395006045
40016 03028,490000,2021,9,16,2021-09-01,2023,1977,0.09,2.3085198402404785,82.23691529482424,2021-09-01,9.243,-0.1628311958749817,13.102160670086809,-0.37589904628747883,-13.390735262525805
40016 04001,385000,2022,12,16,2022-12-01,2023,1955,0.75,1.3196477890014648,34.042391691842376,2022-12-01,9.555,0.11172424924426522,12.86099861326992,0.14743665849304316,3.803360654250301
40016 04002,379000,2015,7,20,2015-07-01,2023,2009,0.45,1.4340368509292603,56.092425595649466,2015-07-01,9.082,-0.13874341802143753,12.845291484064564,-0.19896317426662424,-7.782454852253576
40016 04007,330000,2021,2,26,2021-02-01,2023,1955,0.33,1.3697534799575806,37.263513881183165,2021-02-01,8.597,-0.7914227624655099,12.706847933442663,-1.0840540830047738,-29.491193095017856
40019 01010,330000,2021,7,16,2021-07-01,2023,1986,0.05,3.038458824157715,195.54062142956903,2021-07-01,9.479,0.07825994974476853,12.706847933442663,0.23778963488013125,15.302999206138882
40019 01010A,200000,2009,1,15,2009-01-01,2023,1986,0.08,2.5983939170837402,187.77658352829144,2009-01-01,8.177,-0.8489660404399808,12.206072645530174,-2.2059481952899147,-159.4159426053609
40019 01010B,390000,2021,12,7,2021-12-01,2023,1986,0.12,2.698871612548828,206.63338124169033,2021-12-01,9.276,-0.13730368380074653,12.873902018105829,-0.3705650145082152,-28.37152444068816
40019 02002A,50000,2022,4,14,2022-04-01,2023,NA,0.51,1.3364049196243286,36.66432393426173,2022-04-01,9.25,-0.17323962928445474,10.819778284410283,-0.23151829284964023,-6.351713886336664
40019 02002B,410000,2018,5,11,2018-05-01,2023,1980,0.42,1.4438453912734985,36.703484343950954,2018-05-01,8.889,-0.41673270377051513,12.92391243868049,-0.6016975937320024,-15.295542268453453
40019 02005,429000,2021,7,30,2021-07-01,2023,1980,0.21,2.49894642829895,26.760741172230432,2021-07-01,9.479,0.07825994974476853,12.969212197910155,0.19556742189354467,2.094294259271512
40019 02006,469900,2020,6,16,2020-06-01,2023,1977,0.19,2.620997190475464,46.69337550307587,2020-06-01,9.138,-0.2303045257422983,13.060275185090907,-0.603627514924348,-10.753695700542938
40019 02007,185000,2001,9,19,2001-09-01,2023,1975,0.3,2.371170997619629,106.13340618004246,2001-09-01,9.991,1.1850207194844395,12.128111104060462,2.809886761619849,125.77028535280817
40019 02007A,679000,2021,11,5,2021-11-01,2023,2014,0.16,2.2611448764801025,72.32913989488857,2021-11-01,10.444,1.0331597737571987,13.428376406540833,2.3361239290164315,74.72755780985585
40019 02015,385000,2003,2,21,2003-02-01,2023,1986,0.59,2.833190441131592,155.73033754559722,2003-02-01,8.295,-0.5535149810160639,12.86099861326992,-1.5682133532378466,-86.19907483017647
40019 02017,486000,2021,5,3,2021-05-01,2023,1985,0.4,3.1601617336273193,173.84099542790972,2021-05-01,9.033,-0.3627310198874112,13.093963902882631,-1.146288688647807,-63.05752156980848
40019 02019,625000,2018,9,11,2018-09-01,2023,1988,0.52,3.8733880519866943,104.03062546369263,2018-09-01,9.433,0.11716712024191393,13.345506928718539,0.4538337236307178,12.188968802545988
40019 02021,620000,2021,5,7,2021-05-01,2023,1985,0.8,1.5919559001922607,61.87890558891123,2021-05-01,9.033,-0.3627310198874112,13.337474757021274,-0.5774517872925206,-22.445398533782598
40019 02024,450000,2018,3,28,2018-03-01,2023,1983,0.45,1.124216079711914,63.857980674730904,2018-03-01,8.751,-0.5497236734026951,13.017002861746503,-0.6180081930376106,-35.10424371259139
40019 02028,705000,2021,3,30,2021-03-01,2023,1998,1.07,0.7491120100021362,58.05081677513398,2021-03-01,9.23,-0.16072198951959032,13.465953081794405,-0.12039877262056259,-9.330042765336742
40019 02029,460000,2020,10,28,2020-10-01,2023,1999,0.29,2.405062198638916,112.02209051791763,2020-10-01,9.935,0.5566774135220625,13.038981768465277,1.3388438040979966,62.36016760684875
40019 02030,208000,2001,4,27,2001-04-01,2023,1998,0.3,2.321793794631958,134.95803545530757,2001-04-01,8.216,-0.577415646970045,12.245293358683455,-1.3406400660584479,-77.92688135623268
40019 02032,315000,2010,2,19,2010-02-01,2023,2002,0.32,3.871150016784668,172.77948314407377,2010-02-01,8.882,-0.17648368020484473,12.66032791780777,-0.6831948015872047,-30.492759049157076
40019 02037,141000,2002,5,31,2002-05-01,2023,2002,0.42,2.8282647132873535,89.888104858572,2002-05-01,8.784,-0.04185117148297604,11.856515169360305,-0.11836619151503909,-3.7619224907158286
40019 02038,500000,2019,10,28,2019-10-01,2023,NA,0.47,2.5587234497070312,121.05688522449942,2019-10-01,9.453,0.10473159572898104,13.122363377404328,0.26797918991698055,12.678480763541932
40019 02039,95500,2013,8,14,2013-08-01,2023,2016,0.64,1.5529950857162476,94.21392236919033,2013-08-01,9.371,0.20765514307866292,11.466881526468821,0.3224874167248678,19.56400552957626
40019 02041,425000,2005,6,16,2005-06-01,2023,NA,0.5,2.1180973052978516,93.69187247911951,2005-06-01,8.98,0.06160493959025176,12.959844447906553,0.1304852565391492,5.771882144173729
40019 02042,150000,2000,1,12,2000-01-01,2023,2002,0.4,2.573424816131592,67.15089462998061,2000-01-01,9.141,0.3850289079106732,11.918390573078392,0.99084294654537175,25.855035624606124
40019 02045,1486000,2015,10,27,2015-10-01,2023,1989,1.12,2.6091792583465576,52.192717811964215,2015-10-01,10.427,1.1987019788008657,14.211598504259841,3.127628340026194,62.56351412019669
40019 02047,649900,2019,7,10,2019-07-01,2023,2000,0.43,4.278382778167725,23.122758674718835,2019-07-01,9.473,0.13228619890667803,13.38457378388244,0.5659709951916013,3.0588218533149707
40019 02048,205000,2020,10,7,2020-10-01,2023,NA,0.43,4.80125617980957,39.704698354414404,2020-10-01,9.935,0.5566774135220625,12.230765258120545,2.6727508718332103,22.1027087846091
40019 02050,257000,2003,9,30,2003-09-01,2023,2005,0.43,3.8133249282836914,88.78583571311664,2003-09-01,9.076,0.21007658557446418,12.456831363877356,0.8010902806198263,18.651825213986864
40019 02054,394900,2020,11,12,2020-11-01,2023,1999,0.13,2.9300408363342285,223.16966666334392,2020-11-01,9.912,0.531131840712187,12.88638784727474,1.5562379827640747,118.53251584602705
40019 02055,415000,2021,5,5,2021-05-01,2023,1999,0.16,2.543696165084839,201.95419117500944,2021-05-01,9.033,-0.3627310198874112,12.936033799212835,-0.9226775042449202,-73.2550497354484
40019 02056,625000,2018,7,9,2018-07-01,2023,2002,0.24,4.658186912536621,76.35929693329902,2018-07-01,9.551,0.24025826586166568,13.345506928718539,1.1191679096655551,18.345952263610428
40019 02057,200000,2022,1,31,2022-01-01,2023,NA,0.28,5.483366012573242,78.6181406662911,2022-01-01,9.564,0.14815074338937803,12.206072645530174,0.8123647510387755,11.647335983601717
40019 02058,375000,2016,11,22,2016-11-01,2023,2003,0.11,2.7908706665039062,132.24601209609523,2016-11-01,10.053,0.7921022237840715,12.834681304952548,2.210654861231478,104.75236026789224
40019 02059,372500,2019,7,26,2019-07-01,2023,2003,0.13,2.657933235168457,147.41655804008914,2019-07-01,9.473,0.13228619890667803,12.827992316801751,0.3516078846281647,19.50117611902908
40019 02060,310000,2012,8,24,2012-08-01,2023,1982,1.03,0.7672411799430847,67.19583286557629,2012-08-01,8.79,-0.34337278996635007,12.644327576461329,-0.26344974453413145,-23.073220605165492
40019 02062,1000000,2020,12,28,2020-12-01,2023,NA,0.63,2.4442684650421143,181.51581526614243,2020-12-01,9.568,0.18466838315424158,13.815510557964274,0.4513791054342271,33.52023212212252
40019 02065,130000,2018,10,25,2018-10-01,2023,NA,0.36,2.037360906600952,137.32688164000575,2018-10-01,9.184,-0.13429633731603083,11.77528972943772,-0.27361010754737586,-18.442497219284853
40019 03001,499000,2021,8,20,2021-08-01,2023,1996,0.48,1.3605072498321533,30.529093994056524,2021-08-01,8.935,-0.46828562306510585,13.120361374733656,-0.6371059851722436,-14.29633580261994
40019 03002,360000,2018,3,5,2018-03-01,2023,1999,0.1,2.4865851402282715,70.38125360605913,2018-03-01,8.751,-0.5497236734026951,12.793859310432293,-1.3669347175148412,-38.69024127100951
40019 03005,337500,2020,6,17,2020-06-01,2023,1970,0.1,2.7245802879333496,99.04127084719764,2020-06-01,9.138,-0.2303045257422983,12.729320789294722,-0.6274831710593046,-22.809652911378365
40019 03006,279000,2007,8,3,2007-08-01,2023,1981,0.1,2.7960309982299805,88.99410433132036,2007-08-01,8.669,-0.3143482246875446,12.538967060803502,-0.8789273804649375,-27.97513870420868
40019 03010,455000,2020,6,24,2020-06-01,2023,2016,0.09,2.493283748626709,76.2974307529384,2020-06-01,9.138,-0.2303045257422983,13.028052697933088,-0.5742145312684539,-17.571643604911323
40019 03011,265000,2020,9,25,2020-09-01,2023,1955,0.53,1.2740087509155273,29.866548794294197,2020-09-01,9.893,0.5171408710800068,12.487485104968359,0.6588419952120073,15.44521305963483
40019 03013,449000,2020,10,20,2020-10-01,2023,2015,0.09,2.767082691192627,90.62681685347788,2020-10-01,9.935,0.5566774135220625,13.01477816672439,1.5403724355347794,50.44990200173172
40019 04007,150000,2004,8,30,2004-08-01,2023,NA,0.11,2.3355190753936768,72.51083217160817,2004-08-01,8.958,0.06456797617741984,11.918390573078392,0.15079974002192853,4.681877684261285
40019 04010,450000,2006,12,21,2006-12-01,2023,2004,0.11,3.1274685859680176,75.06933201825866,2006-12-01,8.593,-0.3703942184681967,13.017002861746503,-1.1583962826834602,-27.805246563832494
40019 04011,440000,2019,12,18,2019-12-01,2023,2006,0.1,2.680716037750244,88.41340136413092,2019-12-01,9.384,0.030722565361162024,12.994530005894443,0.08235847368449715,2.716286502212164
40019 04012,485000,2017,7,14,2017-07-01,2023,2013,0.11,3.427448272705078,56.79870250885234,2017-07-01,9.341,0.06023033281665306,13.091904169919621,0.20643635017688952,3.4210047556622434
40019 04013,375000,2011,4,29,2011-04-01,2023,2006,0.11,2.960747718811035,74.52482215721551,2011-04-01,9.007,-0.08630054702378995,12.834681304952548,-0.25551414773283054,-6.43153291901836
40019 04014,366000,2013,1,9,2013-01-01,2023,2006,0.11,2.7099087238311768,80.17967767504474,2013-01-01,8.738,-0.4079364235118653,12.810388612383504,-1.1054704728432934,-32.70821094909191
40019 04015,95000,2013,4,5,2013-04-01,2023,2019,0.1,2.5255703926086426,64.99469712358537,2013-04-01,9.04,-0.11332679618569844,11.461632170582678,-0.286214801135794,-7.36564079407576
40019 04016,150000,2021,4,8,2021-04-01,2023,NA,0.11,3.358097553253174,63.970535188043016,2021-04-01,9.443,0.04973243767053317,11.918390573078392,0.1670063772587334,3.1814106539899982
40019 04017,150000,2022,10,6,2022-10-01,2023,NA,0.11,3.025784730911255,82.42387541631979,2022-10-01,9.43,-0.008266720387914848,11.918390573078392,-0.02501331632446551,-0.6813751313550442
40019 04018,585000,2021,6,4,2021-06-01,2023,2021,0.1,2.315825939178467,73.4923596855892,2021-06-01,9.368,-0.030276592697286105,13.279367126213993,-0.0701153187183165,-2.2250982405630335
40019 04019,42500,2012,7,12,2012-07-01,2023,NA,0.13,2.4484028816223145,54.95891072819248,2012-07-01,8.921,-0.20982721715647415,10.657259354912508,-0.5137415631287024,-11.531875296047719
40019 04022,400000,2014,11,20,2014-11-01,2023,2006,0.11,3.603318214416504,76.48652658711558,2014-11-01,8.692,-0.5088715270540212,12.89921982609012,-1.8336260422316952,-38.9218155834435
40019 04023,218000,2020,5,15,2020-05-01,2023,NA,0.11,2.6376731395721436,77.96797863308561,2020-05-01,9.341,-0.024758952932423157,12.292250341771226,-0.06530602511378351,-1.930405513212741
40019 04025,585000,2021,1,22,2021-01-01,2023,2020,0.12,3.426560878753662,82.9041743407487,2021-01-01,8.951,-0.43487718965563327,13.279367126213993,-1.4901331651363297,-36.05313434802546
40019 04026,400000,2015,11,13,2015-11-01,2023,2015,0.12,3.48449969291687,85.13251923751898,2015-11-01,9.486,0.25515640599099104,12.89921982609012,0.8890924183213805,21.722107641604246
40019 04028,107900,2021,1,29,2021-01-01,2023,NA,0.14,2.158834457397461,45.98235791236282,2021-01-01,8.951,-0.43487718965563327,11.588960151246226,-0.9388278617647517,-19.996678582667816
40019 04029,339600,2018,2,2,2018-02-01,2023,2005,0.19,1.7954795360565186,35.51634614202924,2018-02-01,9.315,0.016575553651386233,12.73552373341933,0.029761067379870887,0.5887031009784102
40019 04030,365000,2008,5,28,2008-05-01,2023,2005,0.22,1.6454620361328125,18.232771562198916,2008-05-01,9.502,0.49615219628323154,12.80765263256463,0.816399603127973,9.04622965491544
40019 05001B,200000,2015,10,9,2015-10-01,2023,1987,0.03,2.3781943321228027,247.35712227652482,2015-10-01,10.427,1.1987019788008657,12.206072645530174,2.850746251888607,296.507471943358
40019 05001C,285000,2019,5,30,2019-05-01,2023,1987,0.03,2.364382743835449,196.65393655127795,2019-05-01,9.164,-0.17170477072550305,12.560244459250788,-0.4059757969376016,-33.766419087804806
40019 05001D,265000,2020,12,29,2020-12-01,2023,1987,0.03,2.160367965698242,239.91471707152252,2020-12-01,9.568,0.18466838315424158,12.487485104968359,0.39895165924371245,44.304662896505384
40019 05001E,215000,2020,5,21,2020-05-01,2023,1987,0.04,2.6027910709381104,194.48234572450838,2020-05-01,9.341,-0.024758952932423157,12.2783933071098,-0.06444238161828794,-4.815179243980351
40019 05001F,220000,2017,10,27,2017-10-01,2023,1987,0.04,2.501723051071167,234.9090997287186,2017-10-01,9.066,-0.22232427036104116,12.301382825334498,-0.5561937519747949,-52.22599419835641
40019 05002A,103000,2002,2,28,2002-02-01,2023,1987,0.03,2.6504077911376953,201.7195185640446,2002-02-01,8.442,-0.37654291406107526,11.542484267211773,-0.9979922731251655,-75.95605534310252
40019 05002B,163000,2004,4,16,2004-04-01,2023,1987,0.04,2.3853511810302734,244.52783731939473,2004-04-01,8.446,-0.4374139630869407,12.0015054797889,-1.0433859134485663,-106.95989040695517
40019 05002C,275000,2021,3,31,2021-03-01,2023,1987,0.03,2.4431350231170654,196.14648597806126,2021-03-01,9.23,-0.16072198951959032,12.524526376648708,-0.39266552158036505,-31.52505346367043
40019 05002E,235000,2017,5,31,2017-05-01,2023,1987,0.04,2.2274484634399414,195.85872527567062,2017-05-01,8.997,-0.2787606368155264,12.367340793126296,-0.6209249521422838,-54.597702983723174
40019 05002F,87700,2000,6,28,2000-06-01,2023,1987,0.03,2.7295219898223877,234.29475025837348,2000-06-01,9.25,0.48154738961712407,11.381677178360274,1.3143941891015092,112.82402538791575
40019 05003A,200000,2019,6,11,2019-06-01,2023,1987,0.03,2.3658742904663086,200.9419543038046,2019-06-01,9.292,-0.04625034353537867,12.206072645530174,-0.10942249869558704,-9.293634417221325
40019 05003C,220000,2009,9,29,2009-09-01,2023,1987,0.04,2.3585100173950195,195.7956544536758,2009-09-01,9.456,0.4100799533406708,12.301382825334498,0.9671776778868544,80.29187284266948
40019 05003E,124500,2012,4,24,2012-04-01,2023,1987,0.03,2.4134342670440674,196.09504984966728,2012-04-01,9.459,0.3356452707692903,11.732060994886899,0.8100577980458896,65.81837610330905
